loan_id, no_of_dependents, education, self_employed, income_annum, loan_amount, loan_term, cibil_score, residential_assets_value, commercial_assets_value, luxury_assets_value, bank_asset_value, loan_status
308,0, Not Graduate, No,5600000,10100000,14,496,7400000,1700000,22000000,8100000, Rejected
309,2, Not Graduate, Yes,3200000,10100000,4,415,3500000,6000000,6500000,1000000, Rejected
310,4, Graduate, No,1200000,3500000,12,306,800000,500000,1400000,200000, Rejected
311,1, Not Graduate, No,6700000,22000000,18,703,4400000,14500000,26000000,8300000, Approved
312,3, Graduate, No,6700000,8000000,14,321,17100000,4000000,4000000,700000, Rejected
313,1, Graduate, Yes,1300000,3400000,6,363,1200000,500000,2900000,1200000, Rejected
314,5, Graduate, Yes,2900000,9700000,4,776,1700000,500000,9600000,300000, Approved
315,1, Graduate, Yes,2500000,8400000,10,650,8700000,4400000,8000000,1500000, Approved
316,4, Graduate, Yes,6600000,24000000,10,594,7000000,3100000,7700000,6700000, Rejected
317,4, Not Graduate, Yes,7300000,28300000,8,431,23000000,3600000,21700000,6300000, Rejected
318,2, Not Graduate, Yes,7300000,26000000,4,389,16100000,3100000,19500000,6500000, Rejected
319,5, Graduate, No,9300000,38700000,4,580,23800000,7100000,26600000,3000000, Approved
320,5, Graduate, No,7700000,26900000,12,515,15800000,18100000,11000000,3900000, Approved
321,0, Graduate, No,3300000,10400000,20,621,2600000,4000000,11000000,3600000, Approved
322,3, Not Graduate, No,1200000,4100000,12,399,3600000,800000,2900000,200000, Rejected
323,1, Graduate, Yes,6200000,8700000,10,439,18200000,2600000,18800000,5800000, Rejected
324,5, Graduate, No,9100000,19000000,20,367,12300000,400000,34500000,7500000, Rejected
325,5, Graduate, No,9700000,30200000,14,555,26400000,8900000,33900000,5600000, Rejected
326,2, Not Graduate, Yes,2400000,10800000,16,466,4800000,700000,7800000,1400000, Rejected
327,2, Not Graduate, No,2500000,9300000,12,434,8000000,200000,3800000,3000000, Rejected
328,4, Graduate, No,500000,700000,16,630,1400000,100000,300000,300000, Approved
329,2, Not Graduate, Yes,1500000,5100000,12,598,500000,1200000,3800000,300000, Approved
330,4, Not Graduate, Yes,5600000,10600000,14,426,17400000,10500000,3500000,8100000, Rejected
331,3, Not Graduate, Yes,5500000,21600000,14,720,18700000,900000,16500000,1600000, Approved
332,1, Not Graduate, No,3800000,16400000,16,506,10100000,6400000,11700000,4600000, Rejected
333,2, Not Graduate, Yes,3200000,10800000,18,505,1900000,5000000,7900000,400000, Rejected
334,5, Not Graduate, Yes,8300000,27900000,6,587,23800000,18300000,9000000,5100000, Approved
335,2, Not Graduate, Yes,4700000,11100000,14,383,11000000,2200000,16800000,3900000, Rejected
336,2, Not Graduate, Yes,8100000,22600000,2,552,10700000,16100000,20900000,1100000, Approved
337,5, Not Graduate, Yes,9600000,39500000,12,650,29900000,20800000,22100000,10800000, Approved
338,3, Not Graduate, Yes,3300000,12800000,18,377,6800000,8100000,8200000,1500000, Rejected
339,3, Graduate, No,2100000,6500000,14,639,6300000,4200000,1700000,1800000, Approved
340,2, Graduate, Yes,9500000,23500000,6,323,22900000,2900000,29400000,11500000, Rejected
341,4, Not Graduate, Yes,6400000,7700000,14,662,7400000,15200000,4600000,5900000, Approved
342,0, Graduate, Yes,3000000,4700000,8,321,10300000,6100000,7600000,2200000, Rejected
343,1, Graduate, Yes,6200000,11000000,10,405,12900000,3300000,6800000,3500000, Rejected
344,4, Graduate, Yes,5200000,13000000,6,510,9900000,2100000,6400000,800000, Rejected
345,1, Graduate, Yes,9000000,39500000,14,669,13800000,21100000,11800000,12400000, Approved
346,5, Graduate, No,2700000,8200000,4,732,1800000,1100000,1500000,2500000, Approved
347,5, Not Graduate, No,9900000,19200000,10,581,24400000,19200000,35900000,9700000, Approved
348,2, Graduate, Yes,9300000,13200000,20,378,15100000,9400000,30800000,6700000, Rejected
349,5, Not Graduate, Yes,1900000,4500000,16,532,6200000,3400000,1200000,1200000, Rejected
350,4, Not Graduate, Yes,1800000,7700000,10,772,6100000,400000,1300000,300000, Approved
351,4, Not Graduate, No,5400000,13700000,20,354,14800000,9800000,17500000,1800000, Rejected
352,2, Not Graduate, No,600000,2500000,2,730,600000,800000,300000,400000, Approved
353,0, Graduate, No,3100000,13100000,20,531,7900000,7000000,6600000,1400000, Rejected
354,3, Graduate, No,4400000,6400000,8,302,1200000,2100000,3900000,700000, Rejected
355,4, Graduate, Yes,9600000,33000000,18,717,28100000,2600000,24700000,8300000, Approved
356,0, Not Graduate, Yes,9900000,39500000,20,316,18100000,4900000,39500000,7400000, Rejected
357,0, Graduate, No,1600000,4200000,14,522,5300000,300000,1800000,1100000, Approved
358,4, Graduate, Yes,8900000,10700000,14,417,12900000,21800000,34300000,10700000, Rejected
359,3, Graduate, No,1000000,4700000,16,650,1100000,300000,3500000,900000, Rejected
360,3, Graduate, Yes,7500000,34000000,6,333,26100000,3800000,29600000,800000, Rejected
361,4, Graduate, Yes,8400000,25900000,4,354,16400000,17000000,26700000,9800000, Rejected
362,4, Graduate, No,8900000,28600000,8,619,27100000,5500000,31100000,6900000, Rejected
363,2, Not Graduate, Yes,2300000,4200000,10,897,7400000,1300000,5900000,1900000, Approved
364,3, Not Graduate, Yes,8900000,38100000,16,323,17000000,15000000,31500000,12000000, Rejected
365,2, Not Graduate, Yes,1300000,3900000,6,576,2200000,1300000,1200000,300000, Rejected
366,1, Not Graduate, No,5200000,5900000,12,782,10500000,10900000,16100000,4900000, Approved
367,4, Graduate, No,4800000,17900000,2,474,14400000,7700000,13000000,2400000, Rejected
368,2, Graduate, No,3200000,15400000,2,596,10800000,2300000,2300000,500000, Approved
369,5, Graduate, Yes,400000,1700000,20,804,500000,600000,600000,300000, Approved
370,2, Not Graduate, Yes,7700000,16200000,18,737,20300000,16700000,9700000,3800000, Approved
371,1, Graduate, No,3400000,4100000,18,476,3900000,3100000,6500000,300000, Approved
372,4, Not Graduate, No,6600000,31400000,8,751,14600000,12200000,7900000,5200000, Approved
373,0, Not Graduate, Yes,4200000,19900000,12,706,12000000,4400000,6100000,2200000, Approved
374,5, Not Graduate, No,3800000,11900000,14,604,11900000,5200000,5800000,2700000, Approved
375,3, Graduate, Yes,8800000,31400000,6,565,14800000,16100000,22900000,1000000, Rejected
376,2, Graduate, No,1100000,3100000,16,856,1600000,200000,1100000,700000, Approved
377,1, Graduate, Yes,7400000,19800000,14,825,7700000,8400000,9900000,5600000, Approved
378,1, Not Graduate, No,7500000,11100000,10,895,4800000,1800000,12100000,5600000, Approved
379,1, Graduate, Yes,3900000,5400000,10,705,5500000,7100000,8100000,4300000, Approved
380,4, Graduate, No,2700000,5200000,8,515,8300000,4100000,1700000,4000000, Approved
381,1, Graduate, No,200000,900000,18,365,300000,200000,800000,0, Rejected
382,0, Graduate, No,9300000,14700000,20,375,11600000,1800000,14400000,6100000, Rejected
383,1, Graduate, No,9400000,17900000,20,871,24800000,21800000,14200000,12200000, Approved
384,3, Not Graduate, No,2500000,8000000,16,518,2300000,2000000,6100000,2400000, Approved
385,2, Not Graduate, Yes,500000,900000,8,366,500000,300000,1700000,700000, Rejected
386,2, Graduate, Yes,1400000,2300000,16,434,4600000,400000,2900000,1500000, Rejected
387,5, Graduate, Yes,800000,2600000,6,312,400000,1200000,1100000,900000, Rejected
388,2, Graduate, No,8300000,20500000,18,619,13000000,5500000,20600000,1700000, Approved
389,4, Graduate, No,8900000,31200000,6,655,18700000,18800000,19500000,4300000, Approved
390,0, Graduate, Yes,1700000,7900000,10,527,1600000,2900000,3400000,1600000, Rejected
391,3, Graduate, No,7500000,12000000,2,747,8500000,100000,29600000,6200000, Approved
392,0, Graduate, Yes,1900000,8800000,2,588,1800000,2700000,7600000,2200000, Approved
393,0, Graduate, No,3700000,17100000,8,876,5000000,2100000,9100000,5500000, Approved
394,4, Graduate, No,6000000,25900000,12,758,19000000,200000,4400000,2300000, Approved
395,4, Not Graduate, No,7200000,25400000,2,345,11700000,11100000,17900000,5000000, Rejected
396,3, Graduate, No,8700000,30300000,18,464,13700000,4500000,33400000,11400000, Rejected
397,2, Not Graduate, No,600000,2100000,4,753,900000,1300000,2200000,800000, Approved
398,1, Graduate, No,2100000,7900000,20,623,7100000,3000000,2600000,2600000, Approved
399,4, Graduate, Yes,2900000,3100000,6,752,1700000,1500000,3400000,2800000, Approved
400,1, Not Graduate, Yes,3200000,15500000,8,501,9800000,7800000,3300000,4800000, Rejected
401,2, Not Graduate, Yes,9900000,33100000,4,322,12700000,13500000,33400000,6000000, Rejected
402,5, Not Graduate, Yes,7800000,32200000,18,771,26200000,3200000,17300000,2000000, Approved
403,4, Graduate, No,3300000,8300000,16,771,4100000,4300000,5600000,900000, Approved
404,5, Not Graduate, No,9700000,10200000,2,684,4600000,23300000,15900000,6900000, Approved
405,1, Graduate, Yes,5000000,15200000,4,543,9600000,5300000,7300000,6100000, Rejected
406,0, Graduate, No,5100000,15400000,14,305,4900000,5400000,18300000,3700000, Rejected
407,4, Graduate, Yes,4400000,12100000,18,737,11800000,5100000,8500000,4200000, Approved
408,3, Not Graduate, No,1600000,3800000,4,696,3800000,1100000,2200000,1000000, Rejected
409,4, Not Graduate, No,9300000,18600000,6,701,22900000,3800000,27800000,10200000, Approved
410,5, Graduate, Yes,300000,900000,12,402,300000,400000,800000,100000, Rejected
411,2, Not Graduate, Yes,1900000,4800000,4,739,4800000,4200000,5700000,1600000, Approved
412,0, Not Graduate, No,2400000,11700000,8,735,2900000,4400000,8100000,900000, Approved
413,5, Graduate, Yes,2900000,4900000,2,815,10100000,700000,2500000,2200000, Approved
414,1, Graduate, Yes,1400000,3200000,10,640,3700000,1400000,700000,1000000, Approved
415,0, Not Graduate, No,300000,700000,16,739,600000,0,200000,300000, Approved
416,3, Graduate, Yes,6800000,21600000,10,541,20800000,5200000,20200000,5500000, Approved
417,0, Graduate, No,9600000,28800000,6,718,20600000,16100000,36200000,14100000, Approved
418,0, Not Graduate, Yes,1300000,4600000,10,717,2600000,900000,2200000,1800000, Approved
419,4, Graduate, No,3100000,14900000,12,768,3000000,6500000,10000000,1600000, Approved
420,0, Not Graduate, No,5100000,10900000,4,814,12400000,6100000,15600000,1400000, Approved
421,3, Graduate, No,9200000,34700000,4,301,13200000,15400000,36100000,1800000, Rejected
422,2, Graduate, No,7000000,7700000,4,768,2400000,15500000,15000000,2600000, Approved
423,0, Graduate, No,7700000,15800000,20,776,22300000,13100000,8300000,3200000, Approved
424,5, Not Graduate, No,5800000,16600000,16,627,2200000,13000000,18400000,7800000, Approved
425,0, Graduate, Yes,4200000,4700000,4,612,10200000,8500000,14100000,5900000, Approved
426,3, Graduate, Yes,2100000,7300000,8,734,1500000,3000000,6200000,900000, Approved
427,0, Not Graduate, Yes,8600000,31900000,10,573,14000000,6400000,30300000,10000000, Approved
428,3, Not Graduate, No,8000000,31900000,4,548,24300000,6000000,14400000,10200000, Rejected
429,1, Graduate, No,400000,1200000,18,782,200000,900000,1200000,300000, Approved
430,5, Not Graduate, No,7200000,24600000,20,774,17300000,1000000,10200000,9500000, Approved
431,2, Graduate, No,1000000,2600000,6,424,2200000,2400000,2100000,1500000, Rejected
432,0, Graduate, No,7400000,8600000,2,798,22700000,6100000,10000000,10800000, Approved
433,0, Graduate, No,8200000,11500000,6,496,6300000,15100000,8500000,9300000, Approved
434,3, Not Graduate, Yes,1400000,5100000,12,382,4000000,1200000,900000,900000, Rejected
435,3, Graduate, Yes,4400000,21900000,18,827,7400000,10500000,12500000,1800000, Approved
436,1, Graduate, Yes,1400000,1500000,8,443,2300000,100000,5000000,2100000, Approved
437,3, Graduate, No,5700000,18400000,6,421,7900000,5000000,9100000,2800000, Rejected
438,4, Not Graduate, Yes,9200000,36800000,6,462,13500000,20000000,18400000,6600000, Rejected
439,4, Graduate, Yes,900000,3900000,2,595,1700000,600000,500000,400000, Approved
440,4, Not Graduate, Yes,4000000,12700000,2,399,2200000,2800000,7800000,3200000, Rejected
441,5, Graduate, Yes,9700000,33800000,10,395,15500000,21800000,14400000,2500000, Rejected
442,1, Not Graduate, Yes,3100000,11700000,14,535,7300000,6400000,7800000,3800000, Rejected
443,0, Graduate, Yes,1400000,6200000,2,430,2600000,400000,5200000,1100000, Rejected
444,0, Graduate, Yes,4900000,7300000,6,416,3700000,7100000,11100000,3400000, Rejected
445,0, Graduate, No,5100000,24000000,20,848,7100000,2800000,14600000,3100000, Approved
446,1, Not Graduate, No,6600000,7300000,20,657,11000000,3500000,19600000,6000000, Approved
447,0, Not Graduate, No,3200000,13900000,14,308,7700000,4900000,3300000,3800000, Rejected
448,5, Not Graduate, No,9500000,12400000,12,361,30100000,2900000,16300000,13000000, Rejected
449,2, Not Graduate, Yes,5300000,9400000,12,789,10700000,6200000,4700000,6800000, Approved
450,1, Not Graduate, Yes,3000000,3000000,8,462,7300000,1900000,6100000,2200000, Rejected
451,3, Graduate, No,9600000,26700000,6,391,4400000,20500000,34600000,12200000, Rejected
452,2, Not Graduate, Yes,9200000,21500000,8,699,30800000,12800000,20100000,7700000, Approved
453,0, Not Graduate, No,5000000,8300000,14,803,6200000,2700000,10500000,5000000, Approved
454,5, Not Graduate, Yes,400000,1100000,14,539,500000,900000,500000,400000, Approved
455,4, Not Graduate, Yes,6000000,15700000,14,746,5600000,12300000,9500000,4000000, Approved
456,4, Not Graduate, No,5600000,22800000,14,553,2700000,3700000,21200000,4400000, Approved
457,5, Not Graduate, No,1600000,7300000,2,365,4500000,3800000,2500000,1700000, Rejected
458,5, Not Graduate, Yes,6400000,23100000,14,779,6400000,4300000,19600000,3400000, Approved
459,1, Not Graduate, No,8400000,12600000,18,852,9500000,6100000,5400000,9600000, Approved
460,4, Graduate, No,1200000,2600000,14,891,1000000,1200000,1100000,700000, Approved
461,0, Not Graduate, Yes,7200000,33500000,12,360,24600000,3000000,11400000,6600000, Rejected
462,2, Graduate, Yes,1500000,2000000,6,639,4200000,2600000,5500000,1900000, Approved
463,4, Not Graduate, Yes,7500000,19700000,16,674,24500000,10500000,9500000,1000000, Approved
464,4, Not Graduate, No,4300000,20500000,10,347,13100000,9600000,13100000,1900000, Rejected
465,4, Graduate, No,200000,1000000,6,871,600000,100000,200000,200000, Approved
466,4, Not Graduate, No,9600000,25400000,10,361,17100000,4100000,25400000,2400000, Rejected
467,0, Graduate, Yes,1800000,6600000,4,461,1400000,1600000,4600000,700000, Rejected
468,3, Not Graduate, No,6000000,17000000,20,882,7700000,2200000,16100000,6900000, Approved
469,3, Not Graduate, No,1900000,7600000,16,634,2200000,4500000,2900000,300000, Approved
470,0, Graduate, No,9300000,10500000,8,708,23900000,16700000,9900000,8900000, Approved
471,1, Not Graduate, No,7400000,11700000,16,596,2100000,14700000,26700000,1100000, Approved
472,2, Not Graduate, No,8000000,27700000,2,752,5300000,15000000,19900000,2100000, Approved
473,3, Graduate, No,4400000,8500000,8,348,10800000,2700000,5500000,2800000, Rejected
474,5, Not Graduate, Yes,4700000,17200000,14,706,2900000,1700000,9100000,6800000, Approved
475,4, Not Graduate, No,6400000,15400000,2,340,2300000,6900000,4700000,5500000, Rejected
476,5, Not Graduate, Yes,7800000,35500000,16,407,4400000,16200000,16900000,4200000, Rejected
477,1, Not Graduate, Yes,8500000,36400000,18,604,21100000,7000000,16900000,5700000, Approved
478,2, Not Graduate, Yes,300000,900000,12,569,200000,0,300000,300000, Approved
479,1, Not Graduate, Yes,6700000,27400000,6,391,4600000,11100000,13800000,6500000, Rejected
480,5, Graduate, Yes,1200000,2500000,16,779,1200000,600000,3300000,600000, Approved
481,3, Not Graduate, Yes,3000000,8900000,8,481,8000000,4100000,11200000,1100000, Rejected
482,3, Not Graduate, Yes,8300000,14900000,16,820,7100000,300000,24600000,6600000, Approved
483,3, Not Graduate, No,2600000,11600000,14,309,800000,3300000,5900000,2600000, Rejected
484,1, Graduate, Yes,8000000,34300000,2,442,25500000,7900000,25600000,9900000, Rejected
485,5, Not Graduate, No,4700000,21700000,2,478,14500000,10300000,7000000,4400000, Rejected
486,3, Graduate, No,2400000,10800000,2,658,1900000,4300000,6800000,2600000, Approved
487,3, Not Graduate, Yes,3400000,16500000,2,541,3700000,300000,1800000,2600000, Rejected
488,4, Not Graduate, No,5400000,10300000,6,394,4400000,10700000,4100000,4800000, Rejected
489,4, Graduate, No,7600000,35900000,2,643,19600000,15000000,20400000,7500000, Approved
490,2, Graduate, Yes,6100000,20000000,20,875,6300000,10100000,7200000,2600000, Approved
491,4, Not Graduate, Yes,9300000,25000000,20,380,30400000,21600000,27100000,13100000, Rejected
492,4, Not Graduate, No,8700000,28200000,4,451,25500000,17500000,23700000,5100000, Rejected
493,3, Not Graduate, No,7500000,17800000,8,587,16100000,4100000,5400000,7100000, Rejected
494,0, Graduate, Yes,6100000,13100000,16,736,1400000,5800000,11400000,5400000, Approved
495,1, Not Graduate, No,3000000,5900000,14,382,9300000,2600000,7900000,3900000, Rejected
496,0, Not Graduate, Yes,4200000,5600000,12,438,10900000,5300000,12600000,1100000, Rejected
497,1, Graduate, No,1300000,3900000,20,441,3600000,3100000,4400000,1700000, Rejected
498,0, Graduate, No,3800000,17300000,14,670,1700000,5800000,6300000,1100000, Approved
499,3, Graduate, No,9200000,32400000,14,349,23400000,7200000,31500000,2800000, Rejected
500,5, Not Graduate, No,4300000,13300000,12,696,12300000,10100000,7500000,5600000, Approved
501,0, Graduate, No,1300000,3500000,12,555,4400000,2300000,700000,600000, Approved
502,1, Graduate, Yes,6500000,18600000,6,497,13800000,4300000,17100000,6200000, Rejected
503,0, Graduate, Yes,9600000,17600000,12,818,18000000,21800000,12900000,7200000, Approved
504,0, Graduate, Yes,8700000,37300000,20,792,14000000,7500000,8100000,12200000, Approved
505,0, Not Graduate, Yes,2800000,5000000,8,782,7000000,3600000,3900000,3300000, Approved
506,3, Not Graduate, No,4600000,17800000,4,832,14900000,5500000,15600000,2600000, Approved
507,5, Not Graduate, No,5400000,21800000,12,440,11800000,12500000,20000000,6700000, Rejected
508,4, Not Graduate, Yes,2600000,8600000,16,813,2500000,1700000,10100000,1100000, Approved
